廠牌,型號,上市日期,建議售價,目前售價,主要系統,4G,5G,雙卡雙待,CA,CA功能,作業系統,處理器,處理器核心,RAM,ROM,顏色,尺寸,重量,SIM,eSIM,電池,快速充電,快充技術,無線充電,防水防塵,主螢幕,副螢幕,HDR,螢幕技術,鏡頭,閃光燈,錄影解析度,攝錄功能,鏡頭,閃光燈,3.5mm耳機孔,立體聲雙喇叭,FM 收音機,影音功能,WiFi,藍牙,GPS,NFC,USB,USB介面,記憶卡,記憶卡槽,更多功能,指紋辨識(按鍵),螢幕指紋辨識,3D臉部辨識,感應器,更多功能
Apple,iPhone SE (2020) 256GB,2020-04-24,"$20,000","$17,200",GSM/WCDMA/LTE,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,無,有 (4G+4G),未提供,未提供,iOS,Apple A13,六核心,3GB,256GB,黑色、白色、(PRODUCT) RED,138.4 x 67.3 x 7.3 (mm),148 (g),nanoSIM,有,1821 mAh (固定式),有,18W PD,有,IP67,IPS TFT、4.7 吋、1334 x 750 pixel,X,有,"326 ppi 解析度
1400:1 對比度 (標準)
原彩顯示
廣色域顯示 (P3)
觸覺回饋觸控
625 尼特最大亮度 (標準)
防指印疏油外膜
螢幕縮放
螢幕上方觸控","1200 萬畫素、AF、OIS
ƒ/1.8 光圈、最高可達 5 倍數位變焦、六枚鏡片組",有,4K 60FPS,"人像模式具備先進的散景效果與景深控制
人像光線具備六種效果 (自然光、攝影棚燈光、輪廓光、舞台燈光、舞台燈光黑白、高色調燈光黑白)
LED 原彩閃光燈具備慢速同步
全景模式 (最高可達 6300 萬像素)
藍寶石水晶玻璃保護鏡
自動對焦，採用 Focus Pixels
拍攝廣色域的照片與原況照片
新一代照片智慧型 HDR
先進的紅眼校正功能
自動影像穩定功能
連拍模式
照片地理位置標記
前相機：
人像模式具備先進的散景效果與景深控制
人像光線具備六種效果 (自然光、攝影棚燈光、輪廓光、舞台燈光、舞台燈光黑白、高色調燈光黑白)
1080p HD 影片拍攝，30 fps
Retina 閃光燈
影片快錄功能
拍攝廣色域的照片與原況照片
照片自動 HDR
自動影像穩定功能
連拍模式
電影級視訊穩定功能 (1080p 與 720p)
影片錄製：
4K 影片拍攝，24 fps、30 fps 或 60 fps
1080p HD 影片拍攝，30 fps 或 60 fps
720p HD 影片拍攝，30 fps
延伸動態範圍影片拍攝，最高可達 30 fps
支援 1080p (120 fps 或 240 fps) 的慢動作影片","700 萬畫素
ƒ/2.2 光圈",有,無,無,無,支援杜比視界與 HDR10 內容,802.11ax,v5.0,有,有,2.0,Lightning,無,N/A,"FDD-LTE (頻段 1、2、3、4、5、7、8、11、12、13、17、18、19、20、21、25、26、28、29、30、32、66)
TD‑LTE (頻段 34、38、39、40、41、42、46、48)
CDMA EV‑DO Rev. A (800、1900 MHz)
UMTS/HSPA+/DC-HSDPA (850、900、1700/2100、1900、2100 MHz)
GSM/EDGE (850、900、1800、1900 MHz)
Gigabit 等級 LTE，具 2x2 MIMO 與 LAA 技術4
802.11ax Wi‑Fi 6，具 2x2 MIMO 技術
藍牙 5.0 無線技術
NFC 具備讀取模式
可使用備用電量的快速卡
內建全球定位系統 (GPS)/全球導航衛星系統 (GNSS)
Voice over LTE (VoLTE)
Wi-Fi 通話
雙 SIM 卡 (nano-SIM 與 eSIM)",有,無,無,"Touch ID 指紋感測器
氣壓感測器
三軸陀螺儀
加速度計
接近感測器
環境光度感測器",充電 30 分鐘最高可達 50% 電量，須使用 18W 或更高功率轉接器eSIM + nano SIM 雙卡雙待
Apple,"iPad Air (2020) (WiFi, 64GB)",2020-09-18,"$18,900","$17,800",X,無,-,-,-,-,iOS,A14 仿生晶片,,64GB,,247.6 x 178.5 x 6.1 (mm),458 (g),-,-,未知,-,-,-,-,10.9 吋 2360 x 1640 pixel,2360 x 1640,,"廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil (第 2 代)",,,,,4K / 60 fps,主相機：ƒ/1.8 光圈五枚鏡片組混合式 IR 濾鏡背照式感光元件具備影像穩定功能的原況照片自動對焦，採用 Focus Pixels輕點對焦，採用 Focus Pixels拍攝廣色域的照片與原況照片全景模式 (最高可達 6300 萬像素)曝光控制雜點消除功能照片智慧型 HDR自動影像穩定功能前相機：ƒ/2.0 光圈1080p HD,,,X,有,X,-,802.11ax,v5.1,X,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、USB-C 連接埠、20W USB‑C 電源轉接器
Apple,"iPad (2020) (WiFi,128GB)",2020-09-18,"$13,500","$12,600",X,無,-,-,-,-,iOS,A12 仿生晶片,,128GB,,250.6 x 174.1 x 7.5 (mm),490 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,1080p / 30 fps,主相機：ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光原況照片自動對焦全景模式 (最高可達 4300 萬像素)照片 HDR前相機：ƒ/2.4 光圈Retina 閃光燈背照式感光原況照片720p HD 影片拍攝照片 HDR,,,有,有,X,-,802.11ac,v4.2,X,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、Lightning 連接埠
Apple,"iPad (2020) (WiFi,32GB)",2020-09-18,"$10,500","$10,000",X,無,-,-,-,-,iOS,A12 仿生晶片,,32GB,,250.6 x 174.1 x 7.5 (mm),490 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,1080p / 30 fps,主相機：ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光原況照片自動對焦全景模式 (最高可達 4300 萬像素)照片 HDR前相機：ƒ/2.4 光圈Retina 閃光燈背照式感光原況照片720p HD 影片拍攝照片 HDR,,,有,有,X,-,802.11ac,v4.2,X,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、Lightning 連接埠
Apple,"iPad (2019) (Wi-Fi, 32GB)",2019-11-12,"$10,900","$8,800",X,無,-,-,-,-,iOS,A10 Fusion,,32GB,,250.6 x 174.1 x 7.5 (mm),483 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,-,ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (最高可達 4300 萬像素)照片 HDR曝光控制連拍模式輕點對焦計時模式自動影像穩定功能身體與面孔偵測功能照片地理位置標記,,,有,有,X,-,802.11ac,v4.2,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad mini 2019 (Wi-Fi, 64GB)",2019-05-15,"$12,900","$11,700",X,無,-,-,-,-,iOS,A12 Bionic,,64GB,,203.2 x 134.8 x 6.1 (mm),300.5 (g),-,-,未知,-,-,-,-,7.9 吋 2048 x 1536 pixel,2048 x 1536,,"廣色域顯示 (P3)
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil",,,,,1080p HD,主相機：800 萬像素ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (高達 4300 萬像素)前相機：ƒ/2.2 光圈Retina 閃光燈背照式感光,,,有,X,X,-,802.11ac,v5.0,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速感測器、氣壓感測器、環境光度感測器,無
Apple,"iPad Pro (2020) (11 吋, 4G, 128GB)",2020-05-14,"$30,900","$30,500",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,Apple A12Z,,128GB,,247.6 x 178.5 x 5.9 (mm),473 (g),-,-,未知,-,-,-,-,12.9 吋 2388 x 1668 pixel,2388 x 1668,,"ProMotion 自動適應更新率技術
廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 600 尼特",,,,,-,廣角：1200 萬像素、ƒ/1.8 光圈超廣角：1000 萬像素、ƒ/2.4 光圈與 125° 視角2 倍光學變焦縮小；最高可達 5 倍數位變焦五枚鏡片組 (廣角與超廣角)更亮的原彩閃光燈全景模式 (最高可達 6300 萬像素)藍寶石水晶玻璃保護鏡背照式感光元件混合式 IR 濾鏡,,,X,有,X,-,802.11ad,v5.0,有,X,-,-,無,N/A,-,,X,X,Face ID、光學雷達掃描儀、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad Air (2020) (WiFi, 256GB)",2020-09-18,"$23,900","$22,500",X,無,-,-,-,-,iOS,A14 仿生晶片,,256GB,,247.6 x 178.5 x 6.1 (mm),458 (g),-,-,未知,-,-,-,-,10.9 吋 2360 x 1640 pixel,2360 x 1640,,"廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil (第 2 代)",,,,,4K / 60 fps,主相機：ƒ/1.8 光圈五枚鏡片組混合式 IR 濾鏡背照式感光元件具備影像穩定功能的原況照片自動對焦，採用 Focus Pixels輕點對焦，採用 Focus Pixels拍攝廣色域的照片與原況照片全景模式 (最高可達 6300 萬像素)曝光控制雜點消除功能照片智慧型 HDR自動影像穩定功能前相機：ƒ/2.0 光圈1080p HD,,,X,有,X,-,802.11ax,v5.1,X,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、USB-C 連接埠、20W USB‑C 電源轉接器
Apple,"iPad Air (Wi-Fi, 64GB)",2019-05-15,"$16,900","$14,600",X,無,-,-,-,-,iOS,A12 Bionic,,64GB,,250.6 x 174.1 x 6.1 (mm),456 (g),-,-,8134 (mAh),-,-,-,-,10.5 吋 2224 x 1668 pixel,2224 x 1668,,"廣色域顯示 (P3)
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil",,,,,1080p HD,主鏡頭：800 萬像素相機ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光前鏡頭：700 萬像素照片ƒ/2.2 光圈,,,有,X,X,-,802.11ac,v5.0,有,X,-,-,無,N/A,-,-,X,X,Touch ID、三軸陀螺儀、加速感測器、氣壓感測器、環境光度感測器,無
Apple,"iPad (2020) (4G,128GB)",2020-09-18,"$17,800","$16,800",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,A12 仿生晶片,,128GB,,250.6 x 174.1 x 7.5 (mm),495 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,1080p / 30 fps,主相機：ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光原況照片自動對焦全景模式 (最高可達 4300 萬像素)照片 HDR前相機：ƒ/2.4 光圈Retina 閃光燈背照式感光原況照片720p HD 影片拍攝照片 HDR,,,有,有,X,-,802.11ac,v4.2,有,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、Lightning 連接埠
Apple,"iPad (2020) (4G,32GB)",2020-09-18,"$14,800","$14,200",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,A12 仿生晶片,,32GB,,250.6 x 174.1 x 7.5 (mm),495 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,1080p / 30 fps,主相機：ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光原況照片自動對焦全景模式 (最高可達 4300 萬像素)照片 HDR前相機：ƒ/2.4 光圈Retina 閃光燈背照式感光原況照片720p HD 影片拍攝照片 HDR,,,有,有,X,-,802.11ac,v4.2,有,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、Lightning 連接埠
Apple,"iPad Air (2020) (4G, 64GB)",2020-09-18,"$18,900","$22,200",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,A14 仿生晶片,,64GB,,247.6 x 178.5 x 6.1 (mm),460 (g),-,-,未知,-,-,-,-,10.9 吋 2360 x 1640 pixel,2360 x 1640,,"廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil (第 2 代)",,,,,4K / 60 fps,主相機：ƒ/1.8 光圈五枚鏡片組混合式 IR 濾鏡背照式感光元件具備影像穩定功能的原況照片自動對焦，採用 Focus Pixels輕點對焦，採用 Focus Pixels拍攝廣色域的照片與原況照片全景模式 (最高可達 6300 萬像素)曝光控制雜點消除功能照片智慧型 HDR自動影像穩定功能前相機：ƒ/2.0 光圈1080p HD,,,X,有,X,-,802.11ax,v5.1,有,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、USB-C 連接埠、20W USB‑C 電源轉接器
Apple,"iPad Air (2020) (4G, 256GB)",2020-09-18,"$28,200","$26,700",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,無,-,-,-,-,iOS,A14 仿生晶片,,256GB,,247.6 x 178.5 x 6.1 (mm),460 (g),-,-,未知,-,-,-,-,10.9 吋 2360 x 1640 pixel,2360 x 1640,,"廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil (第 2 代)",,,,,4K / 60 fps,主相機：ƒ/1.8 光圈五枚鏡片組混合式 IR 濾鏡背照式感光元件具備影像穩定功能的原況照片自動對焦，採用 Focus Pixels輕點對焦，採用 Focus Pixels拍攝廣色域的照片與原況照片全景模式 (最高可達 6300 萬像素)曝光控制雜點消除功能照片智慧型 HDR自動影像穩定功能前相機：ƒ/2.0 光圈1080p HD,,,X,有,X,-,802.11ax,v5.1,有,X,-,-,無,N/A,-,-,X,X,三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,Touch ID、USB-C 連接埠、20W USB‑C 電源轉接器
Apple,"iPad (2019) (Wi-Fi, 128GB)",2019-11-12,"$13,900","$11,800",X,無,-,-,-,-,iOS,A10 Fusion,,128GB,,250.6 x 174.1 x 7.5 (mm),483 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,-,ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (最高可達 4300 萬像素)照片 HDR曝光控制連拍模式輕點對焦計時模式自動影像穩定功能身體與面孔偵測功能照片地理位置標記,,,有,有,X,-,802.11ac,v4.2,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad mini 2019 (Wi-Fi, 256GB)",2019-05-15,"$17,900","$16,000",X,無,-,-,-,-,iOS,A12 Bionic,,256GB,,203.2 x 134.8 x 6.1 (mm),300.5 (g),-,-,未知,-,-,-,-,7.9 吋 2048 x 1536 pixel,2048 x 1536,,"廣色域顯示 (P3)
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil",,,,,1080p HD,主相機：800 萬像素ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (高達 4300 萬像素)前相機：ƒ/2.2 光圈Retina 閃光燈背照式感光,,,有,X,X,-,802.11ac,v5.0,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速感測器、氣壓感測器、環境光度感測器,無
Apple,"iPad Air (4G, 64GB)",2019-05-15,"$21,400","$19,600",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,A12 Bionic,,64GB,,250.6 x 174.1 x 6.1 (mm),464 (g),-,-,8134 (mAh),-,-,-,-,10.5 吋 2224 x 1668 pixel,2224 x 1668,,"廣色域顯示 (P3)
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil",,,,,1080p HD,主鏡頭：800 萬像素相機ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光前鏡頭：700 萬像素照片ƒ/2.2 光圈,,,有,X,X,-,802.11ac,v5.0,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速感測器、氣壓感測器、環境光度感測器,無
Apple,"iPad Pro (2020) (11 吋, WiFi, 128GB)",2020-05-14,"$25,900","$25,500",X,無,-,-,-,-,iOS,Apple A12Z,,128GB,,247.6 x 178.5 x 5.9 (mm),471 (g),-,-,未知,-,-,-,-,12.9 吋 2388 x 1668 pixel,2388 x 1668,,"ProMotion 自動適應更新率技術
廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 600 尼特",,,,,-,廣角：1200 萬像素、ƒ/1.8 光圈超廣角：1000 萬像素、ƒ/2.4 光圈與 125° 視角2 倍光學變焦縮小；最高可達 5 倍數位變焦五枚鏡片組 (廣角與超廣角)更亮的原彩閃光燈全景模式 (最高可達 6300 萬像素)藍寶石水晶玻璃保護鏡背照式感光元件混合式 IR 濾鏡,,,X,有,X,-,802.11ad,v5.0,有,X,-,-,無,N/A,-,,X,X,Face ID、光學雷達掃描儀、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad mini 2019 (4G, 64GB)",2019-05-17,"$17,400","$16,500",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,A12 Bionic,,64GB,,203.2 x 134.8 x 6.1 (mm),308.2 (g),-,-,未知,-,-,-,-,7.9 吋 2048 x 1536 pixel,2048 x 1536,,"廣色域顯示 (P3)
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil",,,,,1080p HD,主相機：800 萬像素ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (高達 4300 萬像素)前相機：ƒ/2.2 光圈Retina 閃光燈背照式感光,,,有,X,X,-,802.11ac,v5.0,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速感測器、氣壓感測器、環境光度感測器,無
Apple,"iPad Pro (2020) (11 吋, WiFi, 256GB)",2020-05-14,"$29,400","$28,900",X,無,-,-,-,-,iOS,Apple A12Z,,256GB,,247.6 x 178.5 x 5.9 (mm),471 (g),-,-,未知,-,-,-,-,12.9 吋 2388 x 1668 pixel,2388 x 1668,,"ProMotion 自動適應更新率技術
廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 600 尼特",,,,,-,廣角：1200 萬像素、ƒ/1.8 光圈超廣角：1000 萬像素、ƒ/2.4 光圈與 125° 視角2 倍光學變焦縮小；最高可達 5 倍數位變焦五枚鏡片組 (廣角與超廣角)更亮的原彩閃光燈全景模式 (最高可達 6300 萬像素)藍寶石水晶玻璃保護鏡背照式感光元件混合式 IR 濾鏡,,,X,有,X,-,802.11ad,v5.0,有,X,-,-,無,N/A,-,,X,X,Face ID、光學雷達掃描儀、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad Air (Wi-Fi, 256GB)",2019-05-15,"$21,900","$19,300",X,無,-,-,-,-,iOS,A12 Bionic,,256GB,,250.6 x 174.1 x 6.1 (mm),456 (g),-,-,8134 (mAh),-,-,-,-,10.5 吋 2224 x 1668 pixel,2224 x 1668,,"廣色域顯示 (P3)
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil",,,,,1080p HD,主鏡頭：800 萬像素相機ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光前鏡頭：700 萬像素照片ƒ/2.2 光圈,,,有,X,X,-,802.11ac,v5.0,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速感測器、氣壓感測器、環境光度感測器,無
Apple,"iPad (2019) (4G, 32GB)",2019-11-12,"$15,400","$13,800",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600,-,-,-,-,iOS,A10 Fusion,,32GB,,250.6 x 174.1 x 7.5 (mm),493 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,-,ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (最高可達 4300 萬像素)照片 HDR曝光控制連拍模式輕點對焦計時模式自動影像穩定功能身體與面孔偵測功能照片地理位置標記,,,有,有,X,-,802.11ac,v4.2,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad mini 2019 (4G, 256GB)",2019-05-17,"$22,400","$20,900",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,A12 Bionic,,256GB,,203.2 x 134.8 x 6.1 (mm),308.2 (g),-,-,未知,-,-,-,-,7.9 吋 2048 x 1536 pixel,2048 x 1536,,"廣色域顯示 (P3)
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 500 尼特
支援 Apple Pencil",,,,,1080p HD,主相機：800 萬像素ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (高達 4300 萬像素)前相機：ƒ/2.2 光圈Retina 閃光燈背照式感光,,,有,X,X,-,802.11ac,v5.0,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速感測器、氣壓感測器、環境光度感測器,無
Apple,"iPad (2019) (4G, 128GB)",2019-11-12,"$18,400","$16,600",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600,-,-,-,-,iOS,A10 Fusion,,32GB,,250.6 x 174.1 x 7.5 (mm),493 (g),-,-,未知,-,-,-,-,10.2 吋 2160 x 1620 pixel,2160 x 1620,,"亮度 500 尼特
防指印疏油外膜
支援 Apple Pencil (第 1 代)",,,,,-,ƒ/2.4 光圈五枚鏡片組混合式 IR 濾鏡背照式感光全景模式 (最高可達 4300 萬像素)照片 HDR曝光控制連拍模式輕點對焦計時模式自動影像穩定功能身體與面孔偵測功能照片地理位置標記,,,有,有,X,-,802.11ac,v4.2,有,X,-,-,無,N/A,-,,X,X,Touch ID、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad Pro (2020) (12.9 吋, WiFi, 256GB)",2020-05-14,"$36,400","$35,900",X,無,-,-,-,-,iOS,Apple A12Z,,256GB,,280.6 x 214.9 x 5.9 (mm),643 (g),-,-,未知,-,-,-,-,12.9 吋 2732 x 2048 pixel,2732 x 2048,,"ProMotion 自動適應更新率技術
廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 600 尼特",,,,,-,廣角：1200 萬像素、ƒ/1.8 光圈超廣角：1000 萬像素、ƒ/2.4 光圈與 125° 視角2 倍光學變焦縮小；最高可達 5 倍數位變焦五枚鏡片組 (廣角與超廣角)更亮的原彩閃光燈全景模式 (最高可達 6300 萬像素)藍寶石水晶玻璃保護鏡背照式感光元件混合式 IR 濾鏡,,,X,有,X,-,802.11ad,v5.0,有,X,-,-,無,N/A,-,,X,X,Face ID、光學雷達掃描儀、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad Pro (2020) (12.9 吋, 4G, 256GB)",2020-05-14,"$41,400","$40,900",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,Apple A12Z,,256GB,,280.6 x 214.9 x 5.9 (mm),643 (g),-,-,未知,-,-,-,-,12.9 吋 2732 x 2048 pixel,2732 x 2048,,"ProMotion 自動適應更新率技術
廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 600 尼特",,,,,-,廣角：1200 萬像素、ƒ/1.8 光圈超廣角：1000 萬像素、ƒ/2.4 光圈與 125° 視角2 倍光學變焦縮小；最高可達 5 倍數位變焦五枚鏡片組 (廣角與超廣角)更亮的原彩閃光燈全景模式 (最高可達 6300 萬像素)藍寶石水晶玻璃保護鏡背照式感光元件混合式 IR 濾鏡,,,X,有,X,-,802.11ad,v5.0,有,X,-,-,無,N/A,-,,X,X,Face ID、光學雷達掃描儀、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad Pro (2020) (11 吋, 4G, 256GB)",2020-05-14,"$34,400","$33,900",GSM 四頻 / WCDMA 850 + 900 + 1900 + 2100,LTE 700 + 900 + 1800 + FDD 2600 + TDD 2600,-,-,-,-,iOS,Apple A12Z,,256GB,,247.6 x 178.5 x 5.9 (mm),473 (g),-,-,未知,-,-,-,-,12.9 吋 2388 x 1668 pixel,2388 x 1668,,"ProMotion 自動適應更新率技術
廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 600 尼特",,,,,-,廣角：1200 萬像素、ƒ/1.8 光圈超廣角：1000 萬像素、ƒ/2.4 光圈與 125° 視角2 倍光學變焦縮小；最高可達 5 倍數位變焦五枚鏡片組 (廣角與超廣角)更亮的原彩閃光燈全景模式 (最高可達 6300 萬像素)藍寶石水晶玻璃保護鏡背照式感光元件混合式 IR 濾鏡,,,X,有,X,-,802.11ad,v5.0,有,X,-,-,無,N/A,-,,X,X,Face ID、光學雷達掃描儀、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
Apple,"iPad Pro (2020) (12.9 吋, WiFi, 128GB)",2020-05-14,"$32,900","$29,900",X,無,-,-,-,-,iOS,Apple A12Z,,256GB,,280.6 x 214.9 x 5.9 (mm),641 (g),-,-,未知,-,-,-,-,12.9 吋 2732 x 2048 pixel,2732 x 2048,,"ProMotion 自動適應更新率技術
廣色域顯示 (P3)
原彩顯示
防指印疏油外膜
全平面貼合顯示
抗反射鍍膜
1.8% 反射率
亮度 600 尼特",,,,,-,廣角：1200 萬像素、ƒ/1.8 光圈超廣角：1000 萬像素、ƒ/2.4 光圈與 125° 視角2 倍光學變焦縮小；最高可達 5 倍數位變焦五枚鏡片組 (廣角與超廣角)更亮的原彩閃光燈全景模式 (最高可達 6300 萬像素)藍寶石水晶玻璃保護鏡背照式感光元件混合式 IR 濾鏡,,,X,有,X,-,802.11ad,v5.0,有,X,-,-,無,N/A,-,,X,X,Face ID、光學雷達掃描儀、三軸陀螺儀、加速度計、氣壓感測器、環境光度感測器,無
